SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:34:09 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:34:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:34:28 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:34:28 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:34:40 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:34:40 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:34:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:35:26 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:35:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:35:33 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:35:33 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:35:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:35:37 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:35:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:35:40 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:35:40 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:35:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:35:53 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:35:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:36:03 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:36:03 DEBUG: character_update emitted (hp={'current': 11, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:36:03 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:36:03 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:36:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:36:10 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:36:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:36:17 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:36:17 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:36:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:36:37 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:36:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:36:40 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:36:40 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:36:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:36:45 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:36:45 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:36:56 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:36:56 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:37:01 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:37:06 DEBUG: character_update emitted (hp={'current': 0, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:37:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:37:10 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
20:37:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:37:24 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:37:24 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:37:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:38:45 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:38:45 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:38:53 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:38:53 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:38:58 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:39:04 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:39:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:39:30 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:39:30 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:39:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:40:47 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=0, pulse_cd=1, pulse_base_cd=1)
20:40:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:40:56 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:40:56 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
20:41:04 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:41:04 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:41:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:41:22 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
20:41:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:41:26 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:41:26 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:41:26 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:41:29 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:41:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:41:33 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:41:33 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:41:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:41:40 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:41:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:42:05 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:42:05 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:42:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:42:50 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:42:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:42:56 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:42:56 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:42:56 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:42:59 DEBUG: character_update emitted (hp={'current': 0, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:42:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:43:26 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
20:43:31 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:43:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:43:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:43:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:43:52 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:43:52 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:43:52 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:44:17 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:44:17 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:44:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:46:12 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:46:12 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:46:29 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:46:29 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:46:29 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:46:53 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:46:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:46:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:46:59 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:46:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:47:12 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:47:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:47:19 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:47:19 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:47:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
20:51:27 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:51:27 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:51:49 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:51:49 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:51:49 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:51:49 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:51:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:52:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:52:08 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:52:08 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:52:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:52:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:52:22 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:52:22 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:52:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:52:32 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
20:52:39 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:52:40 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:52:40 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:52:49 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:52:49 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:52:56 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:52:58 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:53:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
20:55:31 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:55:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:55:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
20:55:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:55:41 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:55:41 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:55:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:55:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:55:56 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:55:56 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:56:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:56:43 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:56:46 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:56:47 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:56:47 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:57:00 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
20:57:00 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
20:57:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:57:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:57:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:57:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:57:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:58:04 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:58:04 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:58:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:58:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:58:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:58:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:58:20 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:58:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:59:01 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
20:59:01 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
20:59:05 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:59:20 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:59:33 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:59:33 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
20:59:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:59:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
20:59:52 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:59:52 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
20:59:52 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
20:59:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:00:10 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:00:10 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:00:16 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:00:41 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
21:00:45 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:00:46 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:00:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:00:53 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:01:00 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:01:00 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:01:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
21:04:07 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:04:07 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:04:17 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:04:17 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:04:17 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:04:17 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:04:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:05:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:05:12 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:05:12 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:05:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:05:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:05:20 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:05:20 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:05:20 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:05:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:05:27 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:05:28 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:05:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:07:46 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:07:46 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:07:50 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:07:50 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:07:50 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:07:50 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:07:50 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:07:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:07:57 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:07:57 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:07:57 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:08:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:08:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:08:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:08:14 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:08:14 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:08:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:10:27 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:10:27 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:10:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:10:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:10:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:10:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:11:00 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:11:00 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:11:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:11:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:11:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:11:14 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:11:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:11:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:11:46 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:11:46 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:13:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:13:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:13:30 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:13:30 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
21:14:01 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:14:05 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:14:08 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:14:08 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
21:16:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:17:52 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:17:52 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:18:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:18:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:18:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:23:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:23:47 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:23:53 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:23:53 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:24:21 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:24:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:24:43 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:24:43 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:24:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:28:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:28:03 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:28:10 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:28:10 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:28:10 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:28:10 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:28:10 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
